1000    171.875000    20.826800    30   16
2000    375.000000    23.491800    34   18
3000    593.750000    25.172800    34   20
4000    787.500000    26.300400    37   21
5000    1009.375000    27.219200    35   23
6000    1253.125000    27.882000    36   23
7000    1490.625000    28.546400    40   24
8000    1706.250000    29.077600    39   24
9000    1956.250000    29.502800    41   24
10000    2187.500000    29.970600    42   25
